20201102,17,UST.YUSUF MANSYUR,Mohon Pertolongan ALLAH (mKios),1512,6323620,Virgo Multi Cipta
20201102,18,Mecky,Ketika ,2603,5203430,DSI
20201102,19,Louis(18),Sukses Ditanganmu Sendiri,1230,5158240,Plus Digital
20201102,20,Meggy Z (9),Sakit Hati,1148,5111440,Seven Stars Entertainment
20201102,21,The Virgin (20),Cinta Terlarang,1118,4998630,Naga Swarasakti
20201102,22,Rizky Billar,Melihatmu Bahagia,1323,4822400,AFE RECORD
20201102,23,Aa Gym,Ketenangan Hati ,1124,4766260,Madinatussalam
20201102,24,Tagor Pangaribuan,Jangan Salah Menilai (intro1) (P),1186,4749360,Global Musik Era Digital
20201102,25,KreasikuArtist,Tunggu Lagi,1192,4709690,Cherrypicks
20201102,26,Devano Danendra,Menyimpan Rasa (DT20),1084,4596840,HP RECORDS
20201102,27,KH. MOH. NIZAM AS-SHOFA,Syi'ir Kang Aran Sholeh,1009,4569750,Benang Komunika Infotama
20201102,28,Mahen,Pura Pura Lupa (US20),1164,4560500,Indo Semar Sakti
20201102,29,Syakir Daulay ft. Adiba Uje,Bidadari Surga  (TM),4061,4411810,Falcon Interactive
20201102,30,Rany Simbolon,Jangan Salah Menilai ( Intro ),1003,4230960,Pelita Utm
20201102,31,Armada,Awas Jatuh Cinta Versi 1 (p35.8),1484,4228730,Virgo Multi Cipta
20201102,32,Franky Sihombing (6),We Wish You A Merry Christmas,865,4138530,Raba Komunikatama
20201102,33,Wali (30),Baik Baik Sayang Rff,779,4042610,Naga Swarasakti
20201102,34,Arie Kaget,Ayam (F),1543,4018780,NUSA KONTEN
20201102,35,Pdt. WTP Simarmata,Tiada Hari Tanpa Firman,976,3996830,Alphaomega
20201102,36,KreasikuArtist (3444),Bila Mau Masuk Syurga,974,3979010,Cherrypicks
20201102,37,FIRLY FIRLANA,DINDA DIMANA ,2606,3919000,Pogu Mobile
20201102,38,Iwan Fals Ft Once Mekel dan Fiersa Besari,Ibu Pertiwi OPT,1849,3833120,Falcon Interactive
20201102,39,Feyke Robot,Yesus Juru Mudiku (Mkios),884,3758150,Virgo Multi Cipta
20201102,40,Iqbaal Ramadhan,Kita Pernah Ada  (TM),1673,3748550,Falcon Interactive
20201102,41,The Dance Company (17),Papa Rock N Roll,657,3716120,Naga Swarasakti
20201102,42,Sembilan (11),Hafizah [Rff],706,3712290,Naga Swarasakti
20201102,43,Thomas Arya,SATU HATI SAMPAI MATI,1074,3680310,Pitados
20201102,44,H. Muamar ZA,Sholawat Badar,911,3595870,Virgo Multi Cipta
20201102,45,Hedi Yunus,Istighfar,785,3534850,Hypermind
20201102,46,Hedi Yunus,Suratku (US20),876,3454600,Redi Labels
20201102,47,Ustadz Jefri Al-Bukhori 12,Syukur,813,3439900,Raba Komunikatama
20201102,48,Hasyim,Sholli Ala Muhammad,830,3376100,Benang Komunika Infotama
20201102,49,Anji,DIA,710,3371940,MyMusic Records
20201102,50,Rudy Caffeine,Aku Memilih Dia ,1366,3279840,Global Media Solusi
20201102,51,H. Muammar. ZA,Surah Al Ikhlas (THR),780,3221240,Virgo Multi Cipta
20201102,52,Denny Caknan,Los Dol ,2052,3184630,SWARA DIGITAL
20201102,53,ILIR 7,Salah Apa Aku (DJ Version) F4,1008,3153360,Kaliba
20201102,54,Ustad Jefri Al Bukhori,Syukur,753,3106740,Cherrypicks
20201102,55,Nella Kharisma,Kartonyono Medot Janji ,1128,3009220,SWARA DIGITAL
20201102,56,Repvblik,Sandiwara Cinta,1231,3003850,Professional Music
20201102,57,Dewi Inggar ,Jogetin Aja ,1555,2995280,Global Media Solusi
20201102,58,Dadali,Disaat Aku Tersakiti (3.A),697,2939340,Ascada Musik
20201102,59,Woro Widowati,Aku Tenang (DFT),851,2938220,Proaktif
20201102,60,Armada,Menjemput Jodoh (DT20),1727,2923330,Virgo Multi Cipta
20201102,61,Rany Simbolon,Jangan Salah Menilai ( Reff ),671,2910680,Pelita Utm
20201102,62,NSP Kreasiku, Cobalah beberapa minggu lagi,693,2904150,Melon DIY
20201102,63,Wali,Doaku Untukmu Sayang [Rff](1),656,2878900,Naga Swarasakti
20201102,64,Dian Piesesha,Satukanlah Hati Kami (Pulsa),656,2817540,Suara Mega Mandiri
20201102,65,Ustad Uje,Pergi Haji RMDC,566,2750940,Falcon Interactive
20201102,66,Didi Kempot,Darling (p500.2),933,2720800,Kencana Musik Sejati
20201102,67,ILIR 7,Salah Apa Aku (DFT),758,2719540,Kaliba
20201102,68,Sari Simorangkir,Bagi Tuhan Tak Ada Yang Mustahil,645,2714850,Hits Record
20201102,69,Derry Sulaiman,DSAS,580,2698280,Musik Kita Kreasindo
20201102,70,Pdt. WTP Simarmata,Kekuatan Dari Tuhan,640,2660240,Alphaomega
20201102,71,Habib Syech (88),Allahumma Sholli Alla Muhammad,635,2653870,Benang Komunika Infotama
20201102,72,Dadali,Cintaku Sangat Luar Biasa (DFT),680,2601750,Ascada Musik
20201102,73,Anisa,Aisyah Istri Rasulullah Reff (P35.8),740,2600440,HP RECORDS
20201102,74,Dadali,Disaat Aku Tersakiti (0.A),623,2578530,Ascada Musik
20201102,75,Didi Kempot,Pamer Bojo (F4),682,2537730,Suara Mega Mandiri
20201103,1,VG Lembah Grime,Tanah Papua,15386,76267730,Naga Swarasakti
20201103,2,Wirabest,Bersama Wirabest,7957,42560270,Naga Swarasakti
20201103,3,Gretha Sihombing (2),Kumau Iring Tuhan,8458,38242960,Naga Swarasakti
20201103,4,Dian Piesesha,Satukanlah Hati Kami,7368,30686000,Suara Mega Mandiri
20201103,5,Gretha Sihombing,Dengar Tuhan,5444,25317120,Naga Swarasakti
20201103,6,John Hartman,Sweet Annointing,4452,23146910,Raba Komunikatama
20201103,7,KreasikuArtist(30),Ijah Panggilin Tuan Muda Di Kamar,5448,22601920,Cherrypicks
20201103,8,Tagor Pangaribuan,Jangan Salah Menilai (intro1),5251,22085230,Global Musik Era Digital
20201103,9,h muammar za,s  al ikhlas,3410,14056170,Virgo Multi Cipta
20201103,10,Abdul Rasyid Baharuddin,Di Laut Cari Duit,3485,13244460,MyNSP
20201103,11,Tagor Pangaribuan,Jangan Salah Menilai (intro2),2558,10360560,Global Musik Era Digital
20201103,12,Tiara Andini,Gemintang Hatiku ,4890,8653920,Universal Music
20201103,13,Uje,Pergi Haji (V1),1531,7323250,Falcon Interactive
20201103,14,Smart Bend,Astaghfirullah,1546,6721990,Virgo Multi Cipta
20201103,15,Titiek(9) Sandhora,Termenung,1582,6701620,Gemilang Sakti Digital
20201103,16,Gretha Sihombing,Dialah Juru Selamat,1311,6327550,Naga Swarasakti
20201103,17,UST.YUSUF MANSYUR,Mohon Pertolongan ALLAH (mKios),1462,6251860,Virgo Multi Cipta
20201103,18,The Virgin (20),Cinta Terlarang,1139,5121190,Naga Swarasakti
20201103,19,Aa Gym,Ketenangan Hati ,1166,5054250,Madinatussalam
20201103,20,Mecky,Ketika ,2030,5005240,DSI
20201103,21,Meggy Z (9),Sakit Hati,1117,4973050,Seven Stars Entertainment
20201103,22,Louis(18),Sukses Ditanganmu Sendiri,1168,4887870,Plus Digital
20201103,23,Mahen,Pura Pura Lupa (US20),1197,4814150,Indo Semar Sakti
20201103,24,Syakir Daulay ft. Adiba Uje,Bidadari Surga  (TM),4148,4534780,Falcon Interactive
20201103,25,KH. MOH. NIZAM AS-SHOFA,Syi'ir Kang Aran Sholeh,983,4476720,Benang Komunika Infotama
20201103,26,Rizky Billar,Melihatmu Bahagia,1245,4399340,AFE RECORD
20201103,27,KreasikuArtist,Tunggu Lagi,1158,4394750,Cherrypicks
20201103,28,Armada,Awas Jatuh Cinta Versi 1 (p35.8),1434,4304150,Virgo Multi Cipta
20201103,29,Tagor Pangaribuan,Jangan Salah Menilai (intro1) (P),1082,4294220,Global Musik Era Digital
20201103,30,Pdt. WTP Simarmata,Tiada Hari Tanpa Firman,1026,4238780,Alphaomega
20201103,31,Rany Simbolon,Jangan Salah Menilai ( Intro ),1010,4235330,Pelita Utm
20201103,32,Devano Danendra,Menyimpan Rasa (DT20),1022,4126050,HP RECORDS
20201103,33,Wali (30),Baik Baik Sayang Rff,779,4076360,Naga Swarasakti
20201103,34,Arie Kaget,Ayam (F),1536,4023010,NUSA KONTEN
20201103,35,Thomas Arya,SATU HATI SAMPAI MATI,1152,3928890,Pitados
20201103,36,H. Muamar ZA,Sholawat Badar,959,3925740,Virgo Multi Cipta
20201103,37,Franky Sihombing (6),We Wish You A Merry Christmas,822,3819640,Raba Komunikatama
20201103,38,Iwan Fals Ft Once Mekel dan Fiersa Besari,Ibu Pertiwi OPT,1805,3806580,Falcon Interactive
20201103,39,The Dance Company (17),Papa Rock N Roll,696,3801980,Naga Swarasakti
20201103,40,Feyke Robot,Yesus Juru Mudiku (Mkios),883,3775610,Virgo Multi Cipta
20201103,41,Iqbaal Ramadhan,Kita Pernah Ada  (TM),1749,3768280,Falcon Interactive
20201103,42,Sembilan (11),Hafizah [Rff],726,3728170,Naga Swarasakti
20201103,43,Hasyim,Sholli Ala Muhammad,866,3719790,Benang Komunika Infotama
20201103,44,FIRLY FIRLANA,DINDA DIMANA ,1996,3631900,Pogu Mobile
20201103,45,Ustadz Jefri Al-Bukhori 12,Syukur,830,3522630,Raba Komunikatama
20201103,46,Dian Piesesha,Satukanlah Hati Kami (Pulsa),721,3423620,Suara Mega Mandiri
20201103,47,KreasikuArtist (3444),Bila Mau Masuk Syurga,880,3348130,Cherrypicks
20201103,48,H. Muammar. ZA,Surah Al Ikhlas (THR),814,3288450,Virgo Multi Cipta
20201103,49,Hedi Yunus,Istighfar,769,3264360,Hypermind
20201103,50,Dewi Inggar ,Jogetin Aja ,1608,3228480,Global Media Solusi
20201103,51,Hedi Yunus,Suratku (US20),818,3175100,Redi Labels
20201103,52,Wali,Doaku Untukmu Sayang [Rff](1),714,3146050,Naga Swarasakti
20201103,53,Rudy Caffeine,Aku Memilih Dia ,1157,3143930,Global Media Solusi
20201103,54,Denny Caknan,Los Dol ,2185,3125620,SWARA DIGITAL
20201103,55,Ustad Jefri Al Bukhori,Syukur,747,3095820,Cherrypicks
20201103,56,Nella Kharisma,Kartonyono Medot Janji ,1134,3090140,SWARA DIGITAL
20201103,57,Dadali,Disaat Aku Tersakiti (3.A),681,3077930,Ascada Musik
20201103,58,ILIR 7,Salah Apa Aku (DJ Version) F4,962,3077040,Kaliba
20201103,59,Anji,DIA,699,3051570,MyMusic Records
20201103,60,Rany Simbolon,Jangan Salah Menilai ( Reff ),694,3041670,Pelita Utm
20201103,61,Armada,Menjemput Jodoh (DT20),1904,2992980,Virgo Multi Cipta
20201103,62,Repvblik,Sandiwara Cinta,1205,2935290,Professional Music
20201103,63,Woro Widowati,Aku Tenang (DFT),839,2883260,Proaktif
20201103,64,Dadali,Disaat Aku Tersakiti (0.A),679,2876160,Ascada Musik
20201103,65,Sari Simorangkir,Bagi Tuhan Tak Ada Yang Mustahil,679,2871850,Hits Record
20201103,66,Dadali,Cintaku Sangat Luar Biasa (DFT),636,2852490,Ascada Musik
20201103,67,ILIR 7,Salah Apa Aku (DFT),732,2803400,Kaliba
20201103,68,KH. MOH. NIZAM AS-SHOFA,Syiir Tanpo Waton Gus Dur  (THR),589,2765760,LTN PBNU
20201103,69,Derry Sulaiman,DSAS,619,2732470,Musik Kita Kreasindo
20201103,70,Lady Avisha,TERLUKA ,1860,2728000,Pogu Mobile
20201103,71,NSP Kreasiku, Cobalah beberapa minggu lagi,663,2702060,Melon DIY
20201103,72,Wafiq Azizah,Sepohon Kayu,601,2619820,Visi Info Promo
20201103,73,Didi Kempot,Pamer Bojo (F4),702,2612640,Suara Mega Mandiri
20201103,74,Habib Syech (88),Allahumma Sholli Alla Muhammad,607,2589620,Benang Komunika Infotama
20201103,75,Anisa,Aisyah Istri Rasulullah Reff (P35.8),700,2504190,HP RECORDS
20201104,1,VG Lembah Grime,Tanah Papua,15430,76687600,Naga Swarasakti
20201104,2,Wirabest,Bersama Wirabest,8052,42966170,Naga Swarasakti
20201104,3,Gretha Sihombing (2),Kumau Iring Tuhan,8476,38355930,Naga Swarasakti
20201104,4,Dian Piesesha,Satukanlah Hati Kami,7467,30861590,Suara Mega Mandiri
20201104,5,Gretha Sihombing,Dengar Tuhan,5243,24615610,Naga Swarasakti
20201104,6,John Hartman,Sweet Annointing,4637,24111840,Raba Komunikatama
20201104,7,KreasikuArtist(30),Ijah Panggilin Tuan Muda Di Kamar,5384,22466210,Cherrypicks
20201104,8,Tagor Pangaribuan,Jangan Salah Menilai (intro1),5092,21309310,Global Musik Era Digital
20201104,9,h muammar za,s  al ikhlas,3450,14042220,Virgo Multi Cipta
20201104,10,Abdul Rasyid Baharuddin,Di Laut Cari Duit,3572,13371040,MyNSP
20201104,11,Tagor Pangaribuan,Jangan Salah Menilai (intro2),2616,10996520,Global Musik Era Digital
20201104,12,Tiara Andini,Gemintang Hatiku ,4752,8764530,Universal Music
20201104,13,Uje,Pergi Haji (V1),1536,7212860,Falcon Interactive
20201104,14,Titiek(9) Sandhora,Termenung,1576,6627200,Gemilang Sakti Digital
20201104,15,Gretha Sihombing,Dialah Juru Selamat,1342,6488300,Naga Swarasakti
20201104,16,Smart Bend,Astaghfirullah,1514,6405650,Virgo Multi Cipta
20201104,17,UST.YUSUF MANSYUR,Mohon Pertolongan ALLAH (mKios),1403,5975130,Virgo Multi Cipta
20201104,18,Mecky,Ketika ,2079,5484450,DSI
20201104,19,The Virgin (20),Cinta Terlarang,1130,5078220,Naga Swarasakti
20201104,20,Louis(18),Sukses Ditanganmu Sendiri,1213,4977460,Plus Digital
20201104,21,Meggy Z (9),Sakit Hati,1100,4935260,Seven Stars Entertainment
20201104,22,Aa Gym,Ketenangan Hati ,1133,4884810,Madinatussalam
20201104,23,Mahen,Pura Pura Lupa (US20),1182,4620010,Indo Semar Sakti
20201104,24,Rizky Billar,Melihatmu Bahagia,1357,4617920,AFE RECORD
20201104,25,Jingle Kalla Toyota,Jingle Kalla Toyota,916,4580000,Jingle Kalla Toyota
20201104,26,KH. MOH. NIZAM AS-SHOFA,Syi'ir Kang Aran Sholeh,1013,4577420,Benang Komunika Infotama
20201104,27,KreasikuArtist,Tunggu Lagi,1124,4466740,Cherrypicks
20201104,28,Devano Danendra,Menyimpan Rasa (DT20),1033,4444970,HP RECORDS
20201104,29,Tagor Pangaribuan,Jangan Salah Menilai (intro1) (P),1036,4361530,Global Musik Era Digital
20201104,30,Syakir Daulay ft. Adiba Uje,Bidadari Surga  (TM),3149,4278580,Falcon Interactive
20201104,31,Wali (30),Baik Baik Sayang Rff,810,4221970,Naga Swarasakti
20201104,32,Pdt. WTP Simarmata,Tiada Hari Tanpa Firman,1028,4097590,Alphaomega
20201104,33,Armada,Awas Jatuh Cinta Versi 1 (p35.8),1421,4080820,Virgo Multi Cipta
20201104,34,Rany Simbolon,Jangan Salah Menilai ( Intro ),979,4073880,Pelita Utm
20201104,35,FIRLY FIRLANA,DINDA DIMANA ,2162,3956900,Pogu Mobile
20201104,36,The Dance Company (17),Papa Rock N Roll,678,3781370,Naga Swarasakti
20201104,37,KreasikuArtist (3444),Bila Mau Masuk Syurga,910,3761720,Cherrypicks
20201104,38,Arie Kaget,Ayam (F),1478,3748500,NUSA KONTEN
20201104,39,Thomas Arya,SATU HATI SAMPAI MATI,1135,3730380,Pitados
20201104,40,Franky Sihombing (6),We Wish You A Merry Christmas,777,3682820,Raba Komunikatama
20201104,41,Iwan Fals Ft Once Mekel dan Fiersa Besari,Ibu Pertiwi OPT,1845,3656510,Falcon Interactive
20201104,42,H. Muamar ZA,Sholawat Badar,890,3637420,Virgo Multi Cipta
20201104,43,Sembilan (11),Hafizah [Rff],668,3479910,Naga Swarasakti
20201104,44,Feyke Robot,Yesus Juru Mudiku (Mkios),875,3476810,Virgo Multi Cipta
20201104,45,Hedi Yunus,Suratku (US20),865,3390100,Redi Labels
20201104,46,Hedi Yunus,Istighfar,764,3379890,Hypermind
20201104,47,Hasyim,Sholli Ala Muhammad,790,3355000,Benang Komunika Infotama
20201104,48,Dian Piesesha,Satukanlah Hati Kami (Pulsa),714,3335590,Suara Mega Mandiri
20201104,49,Iqbaal Ramadhan,Kita Pernah Ada  (TM),1521,3325240,Falcon Interactive
20201104,50,Ustadz Jefri Al-Bukhori 12,Syukur,775,3320690,Raba Komunikatama
20201104,51,Dewi Inggar ,Jogetin Aja ,1457,3275200,Global Media Solusi
20201104,52,Ustad Jefri Al Bukhori,Syukur,790,3264060,Cherrypicks
20201104,53,Rudy Caffeine,Aku Memilih Dia ,1207,3250270,Global Media Solusi
20201104,54,H. Muammar. ZA,Surah Al Ikhlas (THR),795,3245110,Virgo Multi Cipta
20201104,55,Denny Caknan,Los Dol ,2725,3152210,SWARA DIGITAL
20201104,56,ILIR 7,Salah Apa Aku (DJ Version) F4,1021,3080650,Kaliba
20201104,57,Rany Simbolon,Jangan Salah Menilai ( Reff ),682,2944990,Pelita Utm
20201104,58,Armada,Menjemput Jodoh (DT20),1768,2907730,Virgo Multi Cipta
20201104,59,Woro Widowati,Aku Tenang (DFT),844,2902090,Proaktif
20201104,60,Anji,DIA,661,2878480,MyMusic Records
20201104,61,Nella Kharisma,Kartonyono Medot Janji ,1196,2861110,SWARA DIGITAL
20201104,62,Pdt. WTP Simarmata,Kekuatan Dari Tuhan,652,2850370,Alphaomega
20201104,63,Sari Simorangkir,Bagi Tuhan Tak Ada Yang Mustahil,654,2844140,Hits Record
20201104,64,Dadali,Disaat Aku Tersakiti (0.A),645,2799450,Ascada Musik
20201104,65,Lady Avisha,TERLUKA ,1390,2793100,Pogu Mobile
20201104,66,Repvblik,Sandiwara Cinta,1155,2770010,Professional Music
20201104,67,ILIR 7,Salah Apa Aku (DFT),719,2747010,Kaliba
20201104,68,Wali,Doaku Untukmu Sayang [Rff](1),696,2740940,Naga Swarasakti
20201104,69,KH. MOH. NIZAM AS-SHOFA,Syiir Tanpo Waton Gus Dur  (THR),577,2685640,LTN PBNU
20201104,70,Didi Kempot,Darling (p500.2),944,2670800,Kencana Musik Sejati
20201104,71,NSP Kreasiku, Cobalah beberapa minggu lagi,644,2662170,Melon DIY
20201104,72,Dadali,Cintaku Sangat Luar Biasa (DFT),629,2627290,Ascada Musik
20201104,73,Derry Sulaiman,DSAS,572,2609400,Musik Kita Kreasindo
20201104,74,Dadali,Disaat Aku Tersakiti (3.A),630,2608570,Ascada Musik
20201104,75,Anisa,Aisyah Istri Rasulullah Reff (P35.8),718,2595450,HP RECORDS
20201105,1,VG Lembah Grime,Tanah Papua,15310,75897540,Naga Swarasakti
20201105,2,Wirabest,Bersama Wirabest,7933,42217390,Naga Swarasakti
20201105,3,Gretha Sihombing (2),Kumau Iring Tuhan,8328,37992910,Naga Swarasakti
20201105,4,Dian Piesesha,Satukanlah Hati Kami,7292,30316590,Suara Mega Mandiri
20201105,5,Gretha Sihombing,Dengar Tuhan,5355,25406290,Naga Swarasakti
20201105,6,KreasikuArtist(30),Ijah Panggilin Tuan Muda Di Kamar,5493,23177120,Cherrypicks
20201105,7,John Hartman,Sweet Annointing,4419,22993920,Raba Komunikatama
20201105,8,Tagor Pangaribuan,Jangan Salah Menilai (intro1),5230,21510120,Global Musik Era Digital
20201105,9,h muammar za,s  al ikhlas,3383,13699800,Virgo Multi Cipta
20201105,10,Abdul Rasyid Baharuddin,Di Laut Cari Duit,3573,13656300,MyNSP
20201105,11,Tagor Pangaribuan,Jangan Salah Menilai (intro2),2616,10758550,Global Musik Era Digital
20201105,12,Tiara Andini,Gemintang Hatiku ,4880,8810740,Universal Music
20201105,13,Uje,Pergi Haji (V1),1571,7310330,Falcon Interactive
